公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,新增无症状感染人数,新增无症状感染治愈人数,新增无症状感染死亡人数,核减,治愈核减,死亡核减,累计确诊人数,累计治愈人数,累计死亡人数,累计无症状感染人数,累计无症状感染治愈人数,累计无症状感染死亡人数
3月3日,地区级,甘肃,金昌,,,,,,,,,,1,1,,,,
3月3日,地区级,甘肃,白银,,,,,,,,,,4,4,,,,
3月3日,地区级,甘肃,天水,,,,,,,,,,12,12,,,,
3月3日,地区级,甘肃,武威,,,,,,,,,,,,,,,
3月3日,地区级,甘肃,张掖,,,,,,,,,,2,2,,,,
3月3日,地区级,甘肃,平凉,,,,,,,,,,9,8,,,,
3月3日,地区级,甘肃,酒泉,,,,,,,,,,,,,,,
3月3日,地区级,甘肃,庆阳,,1,,,,,,,,3,3,,,,
3月3日,地区级,甘肃,定西,,,,,,,,,,9,8,,,,
3月3日,地区级,甘肃,陇南,,,,,,,,,,4,4,,,,
3月3日,地区级,甘肃,临夏,,,,,,,,,,3,3,,,,
3月3日,地区级,甘肃,甘南州,,,,,,,,,,8,8,,,,
3月3日,省级,甘肃,,,1,,,,,,,,91,86,2,,,
3月3日,地区级,广东,深圳,,9,,,,,,,,417,341,3,,,
3月3日,地区级,广东,广州,,12,,,,,,,,346,283,1,,,
3月3日,地区级,广东,珠海,,1,,,,,,,,98,82,1,,,
3月3日,地区级,广东,佛山,,7,,,,,,,,84,66,,,,
3月3日,地区级,广东,东莞,,,,,,,,,,99,74,1,,,
3月3日,地区级,广东,中山,,1,,,,,,,,66,60,,,,
3月3日,地区级,广东,惠州,,2,,,,,,,,62,62,,,,
3月3日,地区级,广东,汕头,,,,,,,,,,25,22,,,,
3月3日,地区级,广东,江门,,5,,,,,,,,23,18,,,,
3月3日,地区级,广东,湛江,,,,,,,,,,22,19,,,,
3月3日,地区级,广东,肇庆,,,,,,,,,,19,15,1,,,
3月3日,地区级,广东,梅州,,,,,,,,,,16,12,,,,
3月3日,地区级,广东,阳江,,,,,,,,,,14,11,,,,
3月3日,地区级,广东,茂名,,,,,,,,,,14,10,,,,
3月3日,地区级,广东,清远,,,,,,,,,,12,12,,,,
3月3日,地区级,广东,韶关,,,,,,,,,,10,7,,,,
3月3日,地区级,广东,揭阳,,,,,,,,,,8,5,,,,
3月3日,地区级,广东,汕尾,,,,,,,,,,5,2,,,,
3月3日,地区级,广东,潮州,,,,,,,,,,5,5,,,,
3月3日,地区级,广东,河源,,,,,,,,,,4,3,,,,
3月3日,地区级,广东,境外输入,,,,,,,,,,1,,,,,
3月3日,地区级,广东,地区待确认,,11,,,,,,,,,20,,,,
3月3日,省级,广东,,,48,,,,,,,,1350,1129,7,,,
3月3日,地区级,广西,南宁,,,,,,,,,,55,54,,,,
3月3日,地区级,广西,柳州,,2,,,,,,,,24,19,,,,
3月3日,地区级,广西,桂林,,2,,,,,,,,32,30,,,,
3月3日,地区级,广西,梧州,,,,,,,,,,5,5,,,,
3月3日,地区级,广西,北海,,,,,,,,,,44,37,1,,,
3月3日,地区级,广西,防城港,,2,,,,,,,,19,12,,,,
3月3日,地区级,广西,钦州,,,,,,,,,,8,8,,,,
3月3日,地区级,广西,贵港,,,,,,,,,,8,8,,,,
3月3日,地区级,广西,玉林,,,,,,,,,,11,11,,,,
3月3日,地区级,广西,百色,,,,,,,,,,3,3,,,,
3月3日,地区级,广西,贺州,,,,,,,,,,4,4,,,,
3月3日,地区级,广西,河池,,2,,,,,,,,28,15,1,,,
3月3日,地区级,广西,来宾,,,,,,,,,,11,4,,,,
3月3日,省级,广西,,,8,,,,,,,,252,210,2,,,
3月3日,地区级,贵州,贵阳,,,,,,,,,,36,28,1,,,
3月3日,地区级,贵州,六盘水,,,,,,,,,,10,8,1,,,
3月3日,地区级,贵州,铜仁,,,,,,,,,,10,10,,,,
3月3日,地区级,贵州,黔东南州,,,,,,,,,,10,10,,,,
3月3日,地区级,贵州,遵义,,,,,,,,,,32,19,,,,
3月3日,地区级,贵州,安顺,,,,,,,,,,4,4,,,,
3月3日,地区级,贵州,黔南州,,,,,,,,,,17,15,,,,
3月3日,地区级,贵州,毕节,,,,,,,,,,23,16,,,,
3月3日,地区级,贵州,黔西南州,,,,,,,,,,4,4,,,,
3月3日,省级,贵州,,,,,,,,,,,146,114,2,,,
3月3日,地区级,海南,海口,,2,,,,,,,,39,37,,,,
3月3日,地区级,海南,三亚,,1,,,,,,,,54,52,1,,,
3月3日,地区级,海南,三沙,,,,,,,,,,,,,,,
3月3日,地区级,海南,儋州,,,,,,,,,,15,12,1,,,
3月3日,地区级,海南,五指山,,,,,,,,,,,,,,,
3月3日,地区级,海南,琼海,,,,,,,,,,6,5,1,,,
3月3日,地区级,海南,文昌,,,,,,,,,,3,3,,,,
3月3日,地区级,海南,万宁,,,,,,,,,,13,12,,,,
3月3日,地区级,海南,东方,,,,,,,,,,3,2,,,,
3月3日,地区级,海南,定安县,,,,,,,,,,3,2,1,,,
3月3日,地区级,海南,屯昌县,,,,,,,,,,,,,,,
3月3日,地区级,海南,澄迈县,,1,,,,,,,,9,8,1,,,
3月3日,地区级,海南,临高县,,,,,,,,,,6,6,,,,
3月3日,地区级,海南,白沙县,,,,,,,,,,,,,,,
3月3日,地区级,海南,昌江县,,,,,,,,,,7,7,,,,
3月3日,地区级,海南,乐东,,,,,,,,,,2,2,,,,
3月3日,地区级,海南,陵水县,,,,,,,,,,4,4,,,,
3月3日,地区级,海南,保亭,,,,,,,,,,3,3,,,,
3月3日,地区级,海南,琼中县,,,,,,,,,,1,1,,,,
3月3日,地区级,海南,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,海南,,,4,,,,,,,,168,155,5,,,
3月3日,地区级,河北,沧州,,,,,,,,,,48,45,3,,,
3月3日,地区级,河北,唐山,,1,,,,,,,,58,51,1,,,
3月3日,地区级,河北,张家口,,2,,,,,,,,41,37,,,,
3月3日,地区级,河北,保定,,,,,,,,,,32,32,,,,
3月3日,地区级,河北,邯郸,,,,,,,,,,32,31,,,,
3月3日,地区级,河北,廊坊,,,,,,,,,,30,30,,,,
3月3日,地区级,河北,石家庄,,,,,,,,,,29,28,,,,
3月3日,地区级,河北,邢台,,,,,,,,,,23,22,1,,,
3月3日,地区级,河北,秦皇岛,,,,,,,,,,10,9,1,,,
3月3日,地区级,河北,衡水,,,,,,,,,,8,8,,,,
3月3日,地区级,河北,承德,,,,,,,,,,7,7,,,,
3月3日,地区级,河北,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,河北,,,3,,,,,,,,318,300,6,,,
3月3日,地区级,黑龙江,哈尔滨,,6,,,,,,,,198,146,4,,,
3月3日,地区级,黑龙江,齐齐哈尔,,1,,,,,,,,43,36,1,,,
3月3日,地区级,黑龙江,鸡西,,4,,,,,,,,46,39,,,,
3月3日,地区级,黑龙江,鹤岗,,,,,,,,,,5,4,,,,
3月3日,地区级,黑龙江,双鸭山,,,,,,,,,,52,39,3,,,
3月3日,地区级,黑龙江,大庆,,1,,,,,,,,26,20,1,,,
3月3日,地区级,黑龙江,伊春,,,,,,,,,,1,1,,,,
3月3日,地区级,黑龙江,佳木斯,,,,,,,,,,15,15,,,,
3月3日,地区级,黑龙江,七台河,,,,,,,,,,17,13,,,,
3月3日,地区级,黑龙江,牡丹江,,2,,,,,,,,14,11,,,,
3月3日,地区级,黑龙江,黑河,,,,,,,,,,14,11,,,,
3月3日,地区级,黑龙江,绥化,,,,,,,,,,47,35,4,,,
3月3日,地区级,黑龙江,大兴安岭,,,,,,,,,,2,2,,,,
3月3日,省级,黑龙江,,,14,,,,,,,,480,372,13,,,
3月3日,地区级,河南,信阳,,,,,,,,,,274,6,,,,
3月3日,地区级,河南,南阳,,,,,,,,,,156,,,,,
3月3日,地区级,河南,郑州,,,,,,,,,,157,,,,,
3月3日,地区级,河南,驻马店,,,,,,,,,,139,137,,,,
3月3日,地区级,河南,商丘,,,,,,,,,,91,,,,,
3月3日,地区级,河南,周口,,,,,,,,,,76,,,,,
3月3日,地区级,河南,平顶山,,,,,,,,,,58,,,,,
3月3日,地区级,河南,新乡,,,,,,,,,,57,53,,,,
3月3日,地区级,河南,安阳,,,,,,,,,,53,,,,,
3月3日,地区级,河南,许昌,,,,,,,,,,39,,,,,
3月3日,地区级,河南,漯河,,,,,,,,,,35,1,,,,
3月3日,地区级,河南,洛阳,,,,,,,,,,31,3,,,,
3月3日,地区级,河南,焦作,,,,,,,,,,32,,,,,
3月3日,地区级,河南,开封,,,,,,,,,,26,18,,,,
3月3日,地区级,河南,鹤壁,,,,,,,,,,19,,,,,
3月3日,地区级,河南,濮阳,,,,,,,,,,17,,,,,
3月3日,地区级,河南,三门峡,,,,,,,,,,7,,,,,
3月3日,地区级,河南,济源示范区,,,,,,,,,,5,,,,,
3月3日,地区级,河南,地区待确认,,11,,,,,,,,,1016,22,,,
3月3日,省级,河南,,,11,,,,,,,,1272,1234,22,,,
3月3日,地区级,湖北,武汉,114,1859,31,,,,,,,49540,24890,2282,,,
3月3日,地区级,湖北,孝感,,153,,,,,,,,3518,2713,120,,,
3月3日,地区级,湖北,黄冈,,63,2,,,,,,,2907,2406,121,,,
3月3日,地区级,湖北,随州,,44,,,,,,,,1307,937,42,,,
3月3日,地区级,湖北,荆州,,71,,,,,,,,1580,1215,48,,,
3月3日,地区级,湖北,襄阳,,27,,,,,,,,1175,940,34,,,
3月3日,地区级,湖北,黄石,,31,1,,,,,,,1014,783,36,,,
3月3日,地区级,湖北,宜昌,,25,,,,,,,,931,608,32,,,
3月3日,地区级,湖北,荆门,,14,,,,,,,,928,664,39,,,
3月3日,地区级,湖北,鄂州,1,40,1,,,,,,,1392,880,49,,,
3月3日,地区级,湖北,咸宁,,10,2,,,,,,,836,759,14,,,
3月3日,地区级,湖北,十堰,,14,,,,,,,,672,505,7,,,
3月3日,地区级,湖北,仙桃,,10,,,,,,,,575,477,20,,,
3月3日,地区级,湖北,天门,,7,,,,,,,,496,421,14,,,
3月3日,地区级,湖北,恩施州,,7,,,,,,,,252,205,4,,,
3月3日,地区级,湖北,潜江,,14,,,,,,,,198,142,9,,,
3月3日,地区级,湖北,神农架,,,,,,,,,,11,11,,,,
3月3日,地区级,湖北,监狱系统,,,,,,,,,,,,,,,
3月3日,地区级,湖北,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,湖北,,115,2389,37,,,,,,,67332,38556,2871,,,
3月3日,地区级,湖南,长沙,,6,,,,,,,,242,192,2,,,
3月3日,地区级,湖南,株洲,,1,,,,,,,,80,70,,,,
3月3日,地区级,湖南,湘潭,,,,,,,,,,36,35,,,,
3月3日,地区级,湖南,衡阳,,,,,,,,,,48,48,,,,
3月3日,地区级,湖南,邵阳,,,,,,,,,,102,100,1,,,
3月3日,地区级,湖南,岳阳,,6,,,,,,,,156,130,1,,,
3月3日,地区级,湖南,常德,,6,,,,,,,,82,80,,,,
3月3日,地区级,湖南,张家界,,,,,,,,,,5,5,,,,
3月3日,地区级,湖南,益阳,,,,,,,,,,60,59,,,,
3月3日,地区级,湖南,郴州,,1,,,,,,,,39,36,,,,
3月3日,地区级,湖南,永州,,,,,,,,,,44,43,,,,
3月3日,地区级,湖南,怀化,,,,,,,,,,40,40,,,,
3月3日,地区级,湖南,娄底,,1,,,,,,,,76,67,,,,
3月3日,地区级,湖南,湘西自治州,,,,,,,,,,8,8,,,,
3月3日,省级,湖南,,,21,,,,,,,,1018,913,4,,,
3月3日,地区级,江苏,南京,,6,,,,,,,,93,74,,,,
3月3日,地区级,江苏,无锡,,,,,,,,,,55,50,,,,
3月3日,地区级,江苏,徐州,,,,,,,,,,79,71,,,,
3月3日,地区级,江苏,常州,,,,,,,,,,51,50,,,,
3月3日,地区级,江苏,苏州,,2,,,,,,,,87,69,,,,
3月3日,地区级,江苏,南通,,,,,,,,,,40,40,,,,
3月3日,地区级,江苏,连云港,,1,,,,,,,,48,42,,,,
3月3日,地区级,江苏,淮安,,1,,,,,,,,66,58,,,,
3月3日,地区级,江苏,盐城,,,,,,,,,,27,27,,,,
3月3日,地区级,江苏,扬州,,,,,,,,,,23,23,,,,
3月3日,地区级,江苏,镇江,,,,,,,,,,12,11,,,,
3月3日,地区级,江苏,泰州,,,,,,,,,,37,37,,,,
3月3日,地区级,江苏,宿迁,,,,,,,,,,13,13,,,,
3月3日,地区级,江苏,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,江苏,,,10,,,,,,,,631,565,,,,
3月3日,地区级,江西,南昌,,2,,,,,,,,230,218,,,,
3月3日,地区级,江西,景德镇,,1,,,,,,,,6,6,,,,
3月3日,地区级,江西,萍乡,,2,,,,,,,,33,27,,,,
3月3日,地区级,江西,九江,,3,,,,,,,,118,101,,,,
3月3日,地区级,江西,新余,,1,,,,,,,,130,123,,,,
3月3日,地区级,江西,鹰潭,,3,,,,,,,,18,18,,,,
3月3日,地区级,江西,赣州,,,,,,,,,,76,73,1,,,
3月3日,地区级,江西,吉安,,,,,,,,,,22,20,,,,
3月3日,地区级,江西,宜春,,1,,,,,,,,106,106,,,,
3月3日,地区级,江西,抚州,,,,,,,,,,72,70,,,,
3月3日,地区级,江西,上饶,,1,,,,,,,,123,121,,,,
3月3日,地区级,江西,赣江新区,,,,,,,,,,1,1,,,,
3月3日,省级,江西,,,14,,,,,,,,935,884,1,,,
3月3日,地区级,吉林,长春,,1,,,,,,,,45,41,,,,
3月3日,地区级,吉林,吉林,,,,,,,,,,5,5,,,,
3月3日,地区级,吉林,四平,,,,,,,,,,21,20,1,,,
3月3日,地区级,吉林,辽源,,,,,,,,,,7,7,,,,
3月3日,地区级,吉林,通化,,,,,,,,,,7,4,,,,
3月3日,地区级,吉林,白山,,,,,,,,,,,,,,,
3月3日,地区级,吉林,松原,,,,,,,,,,2,2,,,,
3月3日,地区级,吉林,白城,,,,,,,,,,1,,,,,
3月3日,地区级,吉林,延边,,,,,,,,,,5,5,,,,
3月3日,省级,吉林,,,1,,,,,,,,93,84,1,,,
3月3日,地区级,辽宁,沈阳,,,,,,,,,,28,25,,,,
3月3日,地区级,辽宁,大连,,,,,,,,,,19,15,,,,
3月3日,地区级,辽宁,鞍山,,1,,,,,,,,4,3,,,,
3月3日,地区级,辽宁,抚顺,,,,,,,,,,,,,,,
3月3日,地区级,辽宁,本溪,,,,,,,,,,3,3,,,,
3月3日,地区级,辽宁,丹东,,,,,,,,,,11,7,,,,
3月3日,地区级,辽宁,锦州,,1,,,,,,,,12,12,,,,
3月3日,地区级,辽宁,营口,,,,,,,,,,1,1,,,,
3月3日,地区级,辽宁,阜新,,,,,,,,,,8,8,,,,
3月3日,地区级,辽宁,辽阳,,,,,,,,,,3,3,,,,
3月3日,地区级,辽宁,盘锦,,,,,,,,,,11,11,,,,
3月3日,地区级,辽宁,铁岭,,,,,,,,,,7,6,,,,
3月3日,地区级,辽宁,朝阳市,,,,,,,,,,6,4,,,,
3月3日,地区级,辽宁,葫芦岛,,1,,,,,,,,12,8,1,,,
3月3日,省级,辽宁,,,3,,,,,,,,125,106,1,,,
3月3日,地区级,内蒙古,通辽,,,,,,,,,,7,4,,,,
3月3日,地区级,内蒙古,鄂尔多斯,,,,,,,,,,11,10,,,,
3月3日,地区级,内蒙古,包头,,,,,,,,,,11,8,,,,
3月3日,地区级,内蒙古,赤峰,,,,,,,,,,9,8,,,,
3月3日,地区级,内蒙古,巴彦淖尔,,,,,,,,,,8,7,1,,,
3月3日,地区级,内蒙古,锡林郭勒,,5,,,,,,,,9,8,,,,
3月3日,地区级,内蒙古,呼和浩特,,,,,,,,,,7,4,,,,
3月3日,地区级,内蒙古,呼伦贝尔,,,,,,,,,,7,5,,,,
3月3日,地区级,内蒙古,乌兰察布,,,,,,,,,,3,2,,,,
3月3日,地区级,内蒙古,兴安盟,,,,,,,,,,1,1,,,,
3月3日,地区级,内蒙古,乌海,,,,,,,,,,2,2,,,,
3月3日,省级,内蒙古,,,5,,,,,,,,75,59,1,,,
3月3日,地区级,宁夏,银川,1,,,,,,,,,34,32,,,,
3月3日,地区级,宁夏,吴忠,,,,,,,,,,28,27,,,,
3月3日,地区级,宁夏,固原,,,,,,,,,,5,5,,,,
3月3日,地区级,宁夏,中卫,,,,,,,,,,3,3,,,,
3月3日,地区级,宁夏,宁东,,,,,,,,,,1,1,,,,
3月3日,地区级,宁夏,石嘴山,,,,,,,,,,1,1,,,,
3月3日,地区级,宁夏,境外输入,,,,,,,,,,3,,,,,
3月3日,省级,宁夏,,1,,,,,,,,,75,69,,,,
3月3日,地区级,青海,西宁,,,,,,,,,,15,15,,,,
3月3日,地区级,青海,海东,,,,,,,,,,,,,,,
3月3日,地区级,青海,海北州,,,,,,,,,,3,3,,,,
3月3日,地区级,青海,黄南州,,,,,,,,,,,,,,,
3月3日,地区级,青海,海南州,,,,,,,,,,,,,,,
3月3日,地区级,青海,果洛州,,,,,,,,,,,,,,,
3月3日,地区级,青海,玉树州,,,,,,,,,,,,,,,
3月3日,地区级,青海,海西州,,,,,,,,,,,,,,,
3月3日,地区级,青海,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,青海,,,,,,,,,,,18,18,,,,
3月3日,国家级,,,119,2652,38,,,,,,,80270,49856,2981,,,
3月3日,地区级,陕西,西安,,,,,,,,,,120,104,1,,,
3月3日,地区级,陕西,宝鸡,,,,,,,,,,13,12,,,,
3月3日,地区级,陕西,咸阳,,,,,,,,,,18,17,,,,
3月3日,地区级,陕西,铜川,,,,,,,,,,8,7,,,,
3月3日,地区级,陕西,渭南,,,,,,,,,,16,11,,,,
3月3日,地区级,陕西,延安,,,,,,,,,,8,8,,,,
3月3日,地区级,陕西,榆林,,,,,,,,,,3,3,,,,
3月3日,地区级,陕西,汉中,,,,,,,,,,26,22,,,,
3月3日,地区级,陕西,安康,,,,,,,,,,26,25,,,,
3月3日,地区级,陕西,商洛,,,,,,,,,,7,6,,,,
3月3日,地区级,陕西,地区待确认,,2,,,,,,,,,3,,,,
3月3日,省级,陕西,,,2,,,,,,,,245,218,1,,,
3月3日,地区级,山东,济南,,4,,,,,,,,47,36,,,,
3月3日,地区级,山东,青岛,,,,,,,,,,60,58,1,,,
3月3日,地区级,山东,淄博,,2,,,,,,,,30,23,1,,,
3月3日,地区级,山东,枣庄,,,,,,,,,,24,23,,,,
3月3日,地区级,山东,东营,,,,,,,,,,,,,,,
3月3日,地区级,山东,烟台,,2,,,,,,,,47,37,,,,
3月3日,地区级,山东,潍坊,,,,,,,,,,44,31,,,,
3月3日,地区级,山东,济宁,,2,,,,,,,,60,83,,,,
3月3日,地区级,山东,泰安,,,,,,,,,,35,33,2,,,
3月3日,地区级,山东,威海,,,,,,,,,,38,34,,,,
3月3日,地区级,山东,日照,,,,,,,,,,16,15,,,,
3月3日,地区级,山东,临沂,,,,,,,,,,49,47,,,,
3月3日,地区级,山东,德州,,3,,,,,,,,37,21,2,,,
3月3日,地区级,山东,聊城,,,,,,,,,,38,38,,,,
3月3日,地区级,山东,滨州,,1,,,,,,,,15,14,,,,
3月3日,地区级,山东,菏泽,,,,,,,,,,18,18,,,,
3月3日,地区级,山东,任城监狱,,,,,,,,,,200,,,,,
3月3日,省级,山东,,,14,,,,,,,,758,511,6,,,
3月3日,地区级,上海,外地来沪,,1,,,,,,,,111,97,,,,
3月3日,地区级,上海,徐汇,,,,,,,,,,18,16,,,,
3月3日,地区级,上海,浦东,,,,,,,,,,61,53,,,,
3月3日,地区级,上海,宝山,,,,,,,,,,21,15,,,,
3月3日,地区级,上海,闵行,,,,,,,,,,19,18,,,,
3月3日,地区级,上海,静安,,,,,,,,,,16,14,,,,
3月3日,地区级,上海,松江,,,,,,,,,,14,12,,,,
3月3日,地区级,上海,长宁,,,,,,,,,,13,13,,,,
3月3日,地区级,上海,普陀,,,,,,,,,,11,10,,,,
3月3日,地区级,上海,杨浦,,,,,,,,,,9,9,,,,
3月3日,地区级,上海,嘉定,,,,,,,,,,9,7,,,,
3月3日,地区级,上海,奉贤,,1,,,,,,,,9,9,,,,
3月3日,地区级,上海,虹口,,,,,,,,,,7,6,,,,
3月3日,地区级,上海,黄浦,,,,,,,,,,6,4,,,,
3月3日,地区级,上海,青浦,,,,,,,,,,6,5,,,,
3月3日,地区级,上海,金山,,,,,,,,,,4,3,,,,
3月3日,地区级,上海,崇明,,,,,,,,,,4,3,,,,
3月3日,地区级,上海,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,上海,,,2,,,,,,,,338,294,3,,,
3月3日,地区级,山西,太原,,,,,,,,,,20,20,,,,
3月3日,地区级,山西,大同,,,,,,,,,,12,9,,,,
3月3日,地区级,山西,阳泉,,,,,,,,,,4,4,,,,
3月3日,地区级,山西,长治,,,,,,,,,,8,8,,,,
3月3日,地区级,山西,晋城,,1,,,,,,,,10,10,,,,
3月3日,地区级,山西,朔州,,,,,,,,,,8,8,,,,
3月3日,地区级,山西,晋中,,3,,,,,,,,37,32,,,,
3月3日,地区级,山西,运城,,,,,,,,,,19,18,,,,
3月3日,地区级,山西,忻州,,1,,,,,,,,7,7,,,,
3月3日,地区级,山西,临汾,,,,,,,,,,2,2,,,,
3月3日,地区级,山西,吕梁,,,,,,,,,,6,6,,,,
3月3日,地区级,山西,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,山西,,,5,,,,,,,,133,124,,,,
3月3日,地区级,四川,成都,,1,,,,,,,,143,93,,,,
3月3日,地区级,四川,自贡,,,,,,,,,,9,9,,,,
3月3日,地区级,四川,攀枝花,,,,,,,,,,16,16,,,,
3月3日,地区级,四川,泸州,,,,,,,,,,24,20,,,,
3月3日,地区级,四川,德阳,,1,,,,,,,,18,12,,,,
3月3日,地区级,四川,绵阳,,,,,,,,,,22,16,,,,
3月3日,地区级,四川,广元,,,,,,,,,,6,6,,,,
3月3日,地区级,四川,遂宁,,,,,,,,,,17,15,,,,
3月3日,地区级,四川,内江,,,,,,,,,,22,18,,,,
3月3日,地区级,四川,乐山,,,,,,,,,,3,3,,,,
3月3日,地区级,四川,南充,,1,,,,,,,,39,30,,,,
3月3日,地区级,四川,宜宾,,,,,,,,,,12,10,,,,
3月3日,地区级,四川,广安,,,,,,,,,,30,25,,,,
3月3日,地区级,四川,达州,,,,,,,,,,42,28,,,,
3月3日,地区级,四川,巴中,,2,,,,,,,,24,18,,,,
3月3日,地区级,四川,雅安,,,,,,,,,,7,6,,,,
3月3日,地区级,四川,眉山,,,,,,,,,,8,7,,,,
3月3日,地区级,四川,资阳,,,,,,,,,,4,2,,,,
3月3日,地区级,四川,阿坝,,,,,,,,,,1,1,,,,
3月3日,地区级,四川,甘孜,,6,,,,,,,,78,53,,,,
3月3日,地区级,四川,凉山,,,,,,,,,,13,12,,,,
3月3日,地区级,四川,地区待确认,,,,,,,,,,,,,,,
3月3日,地区级,四川,地区待确认,,,,,,,,,,,,,,,
3月3日,地区级,四川,地区待确认,,,,,,,,,,,,3,,,
3月3日,省级,四川,,,11,,,,,,,,538,400,3,,,
3月3日,地区级,台湾,台湾,1,,,,,,,,,42,12,1,,,
3月3日,省级,台湾,,1,,,,,,,,,42,12,1,,,
3月3日,地区级,天津,宝坻区,,4,,,,,,,,60,52,2,,,
3月3日,地区级,天津,河东区,,1,,,,,,,,15,14,1,,,
3月3日,地区级,天津,河北区,,,,,,,,,,12,11,,,,
3月3日,地区级,天津,和平区,,,,,,,,,,6,6,,,,
3月3日,地区级,天津,河西区,,,,,,,,,,4,4,,,,
3月3日,地区级,天津,宁河区,,,,,,,,,,4,4,,,,
3月3日,地区级,天津,东丽区,,,,,,,,,,4,4,,,,
3月3日,地区级,天津,西青区,,,,,,,,,,4,4,,,,
3月3日,地区级,天津,南开区,,1,,,,,,,,6,6,,,,
3月3日,地区级,天津,滨海新区,,,,,,,,,,3,3,,,,
3月3日,地区级,天津,红桥区,,,,,,,,,,2,2,,,,
3月3日,地区级,天津,津南区,,,,,,,,,,2,1,,,,
3月3日,地区级,天津,北辰区,,,,,,,,,,6,5,,,,
3月3日,地区级,天津,武清区,,,,,,,,,,2,2,,,,
3月3日,地区级,天津,外地来津,,,,,,,,,,6,6,,,,
3月3日,省级,天津,,,6,,,,,,,,136,124,3,,,
3月3日,地区级,香港,香港,,1,,,,,,,,100,37,2,,,
3月3日,省级,香港,,,1,,,,,,,,100,37,2,,,
3月3日,地区级,新疆,乌鲁木齐,,1,,,,,,,,23,,,,,
3月3日,地区级,新疆,伊犁州,,,,,,,,,,18,,,,,
3月3日,地区级,新疆,昌吉州,,,,,,,,,,4,,,,,
3月3日,地区级,新疆,巴州,,,,,,,,,,3,,,,,
3月3日,地区级,新疆,阿克苏,,,,,,,,,,1,,,,,
3月3日,地区级,新疆,吐鲁番,,,,,,,,,,3,,,,,
3月3日,地区级,新疆,兵团第四师,,,,,,,,,,10,,,,,
3月3日,地区级,新疆,兵团第六师,,,,,,,,,,2,,,,,
3月3日,地区级,新疆,兵团第七师,,,,,,,,,,1,,,,,
3月3日,地区级,新疆,兵团第八师,,,,,,,,,,4,,,,,
3月3日,地区级,新疆,兵团第九师,,,,,,,,,,4,,,,,
3月3日,地区级,新疆,兵团第十二师,,,,,,,,,,3,,,,,
3月3日,省级,新疆,,0,1,0,,,,0,,,76,68,3,,,
3月3日,地区级,西藏,拉萨,,,,,,,,,,1,1,,,,
3月3日,省级,西藏,,,,,,,,,,,1,1,,,,
3月3日,地区级,云南,昆明,,,,,,,,,,53,52,,,,
3月3日,地区级,云南,西双版纳州,,,,,,,,,,15,14,1,,,
3月3日,地区级,云南,玉溪,,,,,,,,,,14,13,1,,,
3月3日,地区级,云南,昭通,,,,,,,,,,25,25,,,,
3月3日,地区级,云南,曲靖,,,,,,,,,,13,12,,,,
3月3日,地区级,云南,大理,,,,,,,,,,13,13,,,,
3月3日,地区级,云南,保山,,1,,,,,,,,9,9,,,,
3月3日,地区级,云南,丽江,,,,,,,,,,7,7,,,,
3月3日,地区级,云南,红河,,,,,,,,,,9,9,,,,
3月3日,地区级,云南,德宏州,,,,,,,,,,5,4,,,,
3月3日,地区级,云南,楚雄州,,,,,,,,,,4,4,,,,
3月3日,地区级,云南,普洱,,,,,,,,,,4,4,,,,
3月3日,地区级,云南,文山州,,,,,,,,,,2,2,,,,
3月3日,地区级,云南,临沧,,,,,,,,,,1,1,,,,
3月3日,地区级,云南,地区待确认,,,,,,,,,,,,,,,
3月3日,省级,云南,,,1,,,,,,,,174,169,2,,,
3月3日,地区级,浙江,杭州,,,,,,,,,,169,170,,,,
3月3日,地区级,浙江,宁波,,3,,,,,,,,157,154,,,,
3月3日,地区级,浙江,温州,,10,,,,,,,,504,466,1,,,
3月3日,地区级,浙江,湖州,,,,,,,,,,10,10,,,,
3月3日,地区级,浙江,嘉兴,,,,,,,,,,45,41,,,,
3月3日,地区级,浙江,绍兴,,,,,,,,,,42,38,,,,
3月3日,地区级,浙江,金华,,,,,,,,,,55,54,,,,
3月3日,地区级,浙江,衢州,,,,,,,,,,14,12,,,,
3月3日,地区级,浙江,舟山,,,,,,,,,,10,10,,,,
3月3日,地区级,浙江,台州,,8,,,,,,,,146,120,,,,
3月3日,地区级,浙江,丽水,,,,,,,,,,17,17,,,,
3月3日,地区级,浙江,省十里丰监狱,,,,,,,,,,36,15,,,,
3月3日,地区级,浙江,境外输入,,,,,,,,,,8,,,,,
3月3日,省级,浙江,,,21,,,,,,,,1213,1107,1,,,
3月4日,地区级,新疆,乌鲁木齐,,,,,,,,,,23,,,,,
3月4日,地区级,新疆,伊犁州,,,,,,,,,,18,,,,,
3月4日,地区级,新疆,昌吉州,,,,,,,,,,4,,,,,
3月4日,地区级,新疆,巴州,,,,,,,,,,3,,,,,
3月4日,地区级,新疆,阿克苏,,,,,,,,,,1,,,,,
